Identifiant	Nom du fichier	Analyse du texte	Notions du programme de philosophie
465	NIETZSCHE_PBM_274_Kairos	Titre: Le moment propice. Thèse: Le génie requiert la chance et le moment propice pour agir. Résumé: Un homme supérieur, porteur d'une solution, a besoin de chance pour entrer en action au moment propice (kairos). Souvent, l'autorisation arrive trop tard. Le génie n'est pas si rare, mais ce sont les "cinq cents mains" pour saisir le hasard qui manquent.	Le temps, La liberté
466	NIETZSCHE_PBM_296_Langage&Ineffable	Titre: Les limites du langage face à la pensée. Thèse: L'écriture et la peinture ne capturent que l'épuisement des pensées. Résumé: L'auteur regrette que ses pensées, autrefois vives, se transforment en vérités ennuyeuses une fois écrites. Les "mandarins" ne peuvent éterniser que ce.	L'art, Le langage, Le temps
467	NIETZSCHE_PBM_5_Philosophie&Erreur	Titre: Les méprises des philosophes. Thèse: Les philosophes manquent de probité, présentant leurs préjugés comme des vérités. Résumé: La méfiance envers les philosophes ne vient pas de leur innocence, mais de leur manque de probité. Ils prétendent atteindre leurs opinions par une dialectique pure, alors qu'ils défendent en réalité leurs préjugés, leurs voeux ou "illuminations" avec des arguments cherchés après coup.	La conscience, La vérité
468	NIETZSCHE_PBM_6_Morale&philosophie	Titre: La morale comme fondement de la métaphysique qui est supposée la fonder. Thèse: Toute philosophie est l'auto-confession de son auteur, dont la morale est le germe vital. Résumé: Les grandes philosophies sont des mémoires involontaires de leurs auteurs. Les intentions morales (ou immorales) constituent le véritable germe de chaque philosophie. L'instinct de connaissance est un instrument, et non le père, de la philosophie.	La vérité
469	NOZICK_Machine&Expérience	Titre: La « machine à expérience » de Nozick. Thèse: L'expérience intérieure n'est pas la seule chose qui compte. Résumé: La machine à expérience simule n'importe quelle vie désirée, mais l'on n'y ferait rien réellement et l'on ne serait pas un certain genre de personne. S'y brancher, c'est un suicide limitant à une réalité artificielle. Cela prouve l'importance de la réalité extérieure et d'être.	Le bonheur, La conscience, La liberté
470	NUSSBAUM_Affects&Imagination&éducation&démocratie	Titre: Cultiver une imagination démocratique. Thèse: L'art doit développer l'empathie pour une citoyenneté démocratique. Résumé: Le rôle des arts est double : cultiver l'empathie générale et traiter les points aveugles culturels. L'imagination empathique doit être liée à la conception de l'égale dignité humaine. Une sélectivité soigneuse est nécessaire pour l'éducation démocratique et l'examen de la vie intérieure d'autrui.	L'art, La conscience, La justice, La nature
471	OVIDE_Narcisse	Titre: Narcisse. Thèse: Narcisse meurt d'un amour impossible pour sa propre image. Résumé: Tirésias prédit que Narcisse vivra s'il ne se connaît pas. Narcisse rejette Écho et est puni par Némésis. Fatigué, il s'éprend de son reflet dans une source. Se désirant lui-même et incapable d'atteindre l'illusion, il dépérit, et son corps est remplacé par une fleur.	L'art, Le devoir, L'inconscient, La nature
472	OVIDE_Narcisse_Complet	Titre: Narcisse. Thèse: Narcisse meurt d'un amour impossible pour sa propre image. Résumé: Tirésias prédit que Narcisse vivra s'il ne se connaît pas. Narcisse rejette Écho et est puni par Némésis. Fatigué, il s'éprend de son reflet dans une source. Se désirant lui-même et incapable d'atteindre l'illusion, il dépérit, et son corps est remplacé par une fleur.	L'art, Le devoir, L'inconscient, La nature
473	PASCAL_Bonheur&suicide	Titre: La recherche universelle du bonheur. Thèse: Le bonheur est le but constant de toutes les actions humaines. Résumé: Le désir d'être heureux est le seul motif de toutes les actions humaines, sans exception. Ce désir guide même ceux qui se donnent la mort, bien que les moyens employés et les vues diffèrent. La volonté ne fait aucune démarche en dehors de cet objet.	Le bonheur
474	PASCAL_Demeurer-en-repos	Titre: Demeurer en repos dans une chambre. Thèse: L'agitation humaine est un divertissement pour éviter la misère de la condition. Résumé: Le malheur des hommes vient du fait de ne pas pouvoir rester au repos dans une chambre. La raison est la misère naturelle de leur condition mortelle. Les hommes recherchent le "divertissement" pour ne pas penser à la mort et aux maladies. Les rois sont malheureux s'ils ne sont pas constamment divertis.	Le bonheur, Le temps
475	PASCAL_Le-Pari	Titre: Le pari de Pascal. Thèse: Il faut parier sur l'existence de Dieu pour tout gagner. Résumé: La raison ne peut déterminer l'existence de Dieu, mais il faut choisir. L'enjeu est la béatitude contre rien. Il est donc logique de "parier" que Dieu est, car en gagnant on gagne tout, et en perdant on ne perd rien.	La raison, La religion
476	PASCAL_Moi&qualité	Titre: On n'aime jamais vraiment quelqu'un pour lui-même. Thèse: Le moi est insaisissable car on aime uniquement les qualités périssables. Résumé: On n'aime jamais une personne pour elle-même, mais pour ses qualités (beauté, jugement, mémoire). Ces qualités sont périssables et ne constituent pas le moi. Le moi, n'étant ni le corps ni l'âme, reste indéfinissable et abstrait, rendant l'amour véritable impossible.	La conscience, La vérité
477	PESSOA_I.1_Impossible_biographie	Titre: L'impossible biographie: histoire sans vie d'une vie sans histoire. Thèse: La vie est sans intérêt, les sensations sont une échappatoire. Résumé: L'auteur trouve futile d'écrire une biographie, car tout événement est banal ou incompréhensible. Il écrit ses confessions, non pas pour interpréter sa vie, mais pour diminuer la "fièvre de ressentir". Ses sensations sont ses "patiences" (jeu), un simple déroulement.	La conscience, La vérité
478	PESSOA_I.10_rêver-l'impossible	Titre: Rêver l'impossible. Thèse: Il est préférable de rêver l'impossible pour éviter la déception. Résumé: L'auteur préfère rêver l'impossible et le lointain. Rêver le probable ou le possible expose à la déception réelle car cela soumet le rêve aux contingences extérieures. L'impossible, lui, est indépendant et se prive déjà de lui-même, protégeant le rêveur.	Le bonheur, La vérité
479	PESSOA_I.12_la-vie-rêvée	Titre: La vie rêvée. Thèse: La vie quotidienne est vécue dans l'ivresse du rêve. Résumé: Le narrateur marche dans la rue avec un pas assuré, répond correctement et existe, mais il "vogue" dans le sillage de ses nombreux rêves. Dès le premier répit, il s'abandonne à l'illusion languissante. Ivre du fait même d'exister, il a son ciel secret où il se conseille.	La conscience, L'inconscient, La liberté, La vérité
480	PESSOA_I.19_le-matin	Titre: Le petit matin. Thèse: La routine détruit la vision pure de la réalité. Résumé: Le narrateur souhaiterait voir les choses sans les sens imposés, contempler la réalité dans son expression propre, comme un voyageur arrivant. Mais l'heure banale le réveille et l'emplit du connu. Il perd alors la vision de la Réalité, ne voyant plus que la Vie routinière.	La conscience, Le temps, Le travail
481	PESSOA_I.22_l'insomnie	Titre: L'insomnie. Thèse: L'insomnie conduit à une division du moi et un désir de néant métaphorique. Résumé: L'insomnie maintient l'auteur dans une conscience divisée et anxieuse. Le corps devient étranger. Il souhaite cesser d'être et se fondre dans une survivance métaphorique (une page de livre, un mouvement de plante) pour échapper à la vie, retrouvant la paix au chant du coq.	La conscience
482	PESSOA_I.23_Expérience&nouveauté	Titre: L'irréductible nouveauté de l'expérience. Thèse: Vivre exige de sentir chaque jour comme nouveau. Résumé: Vivre vraiment, c'est être un autre et sentir chaque jour comme la première aube du monde, sans se souvenir des sentiments d'hier. Le passé est un cadavre, seule une nouveauté perpétuelle de l'émotion vaut la peine d'être vécue.	La conscience, Le temps
483	PESSOA_I.3_Soi&Autre	Titre: Être autre que soi. Thèse: Le Moi est un autre absolu et étranger. Résumé: Le narrateur ressent que sa vie, ses souvenirs, et son imagination lui échappent et s'évaporent. Il a le sentiment constant d'avoir été, d'avoir ressenti, ou d'avoir pensé un "autre". Il se voit comme un spectateur de lui-même, un autre absolu et étranger, ce qui l'oppresse.	La conscience, La vérité
484	PESSOA_I.30_Banalité&asphyxie	Titre: L'asphyxiante banalité. Thèse: La vie ordinaire et les autres provoquent une nausée physique. Résumé: L'auteur est parfois pris d'une nausée physique face à l'asphyxie de la vie ordinaire et à la voix ou aux gestes de ses semblables. Il ressent une horreur universelle, et un individu quelconque devient le représentant objectif de cette banalité écoeurante.	La conscience, L'inconscient, La vérité
485	PESSOA_I.32_Autres&inexistants	Titre: Les autres n'existent pas. Thèse: L'existence réelle d'autrui est difficilement concevable. Résumé: L'auteur se demande comment d'autres âmes peuvent exister. Les gens réels sont moins réels que les personnages de fiction, perçus comme un paysage invisible. L'existence réelle d'autrui, notamment la spiritualité d'un caissier suicidé, n'est reconnue qu'en de rares moments.	La conscience, La vérité
486	PESSOA_I.36_Odorat&reminiscence	Titre: La force de réminiscence de l'odorat. Thèse: L'odorat réveille violemment les souvenirs et l'enfance passée. Résumé: L'odorat est un "bizarre sens de la vue" qui évoque soudainement des paysages sentimentaux du subconscient. L'odeur du pain ou des fruits peut faire ressurgir l'enfance, une autre boulangerie, ou une brève période campagnarde, ramenant à "la seule vérité, celle de la littérature.".	La conscience, L'inconscient, Le temps
487	PESSOA_I.41_Noeud-gordien	Titre: L'impossibilité de trancher le noeud gordien. Thèse: Les problèmes sont insolubles ; on les tranche par instinct. Résumé: Aucun problème ne peut être résolu car on ne connaît jamais tous les éléments d'une question. L'homme ne peut que renoncer ou trancher le noeud gordien en résolvant les problèmes par la sensibilité, agissant par lassitude de penser, par peur des conclusions, ou par instinct grégaire.	La raison, La vérité
488	PESSOA_I.43_réveil&pluie	Titre: L'éveil comme fin du rêve, donc de la vie. Thèse: Le réveil est un horreur, le retour à une vie factice. Résumé: L'éveil est un "supplice apocalyptique", le retour à l'horreur habituelle, à la personnalité physique et sociale que l'on n'est pas. Le refuge du lit et de la somnolence heureuse s'évanouit devant la lueur du matin et les bruits de la ville, annonçant une nouvelle journée de jugement.	La conscience, La vérité
489	PESSOA_I.5_N'être-personne	Titre: N'être personne. Thèse: Je suis un rien, un centre vide d'un tourbillon intérieur. Résumé: Le narrateur parvient subitement à l'impression d'être "personne, absolument personne". Il se voit comme les faubourgs d'une ville inexistante ou le commentaire d'un livre non écrit. Il est un maelström noir, un vaste vertige autour d'un centre qui n'existe pas, un puits sans parois.	La conscience, L'inconscient, La vérité
490	PESSOA_I.8_Inconnu&connu	Titre: De l'inconnu au connu: jouer à être heureux. Thèse: Nous projetons le connu pour construire nos illusions. Résumé: Nous attribuons à nos idées sur l'inconnu la couleur de nos conceptions sur le connu (la mort est un sommeil ou une nouvelle vie). C'est par ce "jeu de petits malentendus avec le réel" que nous construisons nos croyances et espoirs, vivant d'illusions.	Le bonheur, La vérité
491	PESSOA_II.111_Vie&Rêve	Titre: La vie n'est-elle qu'un rêve?. Thèse: L'existence est une série entremêlée de rêves et de romans. Résumé: L'auteur est convaincu de n'être jamais réveillé, la vie et le rêve étant des choses mêlées. Il se sent parfois le rêve de quelqu'un d'autre ou un personnage de roman. Dès qu'il pense, sent ou veut, il a l'impression que l'action ou la sensation lui est étrangère, ou qu'il est mû par autrui.	La conscience, La vérité
492	PESSOA_II.14&I.2_Orage	Titre: L’orage – Après la pluie. Thèse: L'orage est une agitation intense, la pluie apporte l'apaisement. Résumé: L'orage se manifeste par des bruits forts, une lumière intense et blafarde, et la dureté morne de la pluie, provoquant une peur et une agitation nerveuse. Après la pluie, l'air s'apaise, laissant une clarté plus intense et une fraîcheur dans le ciel et dans les âmes et les coeurs.	L'inconscient, La nature
493	PIGNOCCHI_Ecologie-sauvage_0_Extraits	Titre: Petit traité d'écologie sauvage. Thèse: Adopter la vision amazonienne est un changement radical. Résumé: L'ouvrage présente l'idée que les dirigeants de la planète adoptent la vision du monde des Indiens d'Amazonie, reconnaissant que plantes et animaux ont une vie intellectuelle et sentimentale comparable aux humains. Ils deviennent ainsi des membres à part entière de la communauté morale.	La nature, La science
494	PIGNOCCHI_Ecologie-sauvage_1_Bois-le-roi	Titre: Anthropologie inversée : Bois-le-roi. Thèse: L'anthropologue occidental se méprend sur une "tribu" banale. Résumé: Un anthropologue observe les habitants de Bois-le-roi (les "bacots" ou "baroitiers") comme s'ils étaient une tribu exotique. Il interprète le grattage d'un ticket, le tabagisme, et l'achat de cartes au "totem" du Café de la gare (porte-cartes postales) comme des rituels complexes (cannibalisme rituel, rite de passage dangereux).	La conscience, Le langage, La religion
495	PIGNOCCHI_Ecologie-sauvage_2_Totem	Titre: Anthropologie inversée : Totem. Thèse: L'anthropologue prend un présentoir de cartes postales pour un totem. Résumé: Un anthropologue entre dans le "Café de la gare" à Bois-le-Roi, qu'il considère comme un lieu de culte abritant un étrange totem multicolore. L'ornementation représente les étapes importantes de la vie de la "tribu". Il comprend que prélever un élément (une carte) serait le prélude à un festin, probablement cannibale.	L'art, La conscience, La religion, La vérité
496	PIGNOCCHI_Ecologie-sauvage_3_Initiation	Titre: Anthropologie inversée : Initiation. Thèse: La culture occidentale retrouve des rites de passage à l'âge adulte. Résumé: Un anthropologue observe un groupe d'hommes âgés qui se rassemble à la gare pour aller chasser le cerf avec des lances ridicules, interprétant cela comme un rite de passage à l'âge adulte raté et répété. Il décide de chasser le cerf lui-même pour l'offrir et percer le mystère du rituel.	L'art, La nature, La religion, La science
497	PLATON_Androgyne	Titre: Le mythe de l'androgyne. Thèse: La division des êtres primitifs en deux engendre le désir amoureux. Résumé: Platon raconte le mythe de l'androgyne, troisième sexe primitif en forme de boule, coupé en deux par Zeus pour affaiblir les humains trop orgueilleux. Chaque moitié, regrettant l'autre, cherche à s'unir à nouveau, donnant naissance à l'amour. Zeus modifie les organes sexuels pour assurer la reproduction et détourner les hommes vers l'action.	L'art, La nature, Le travail
498	PLATON_Anneau-de-Gygès&Justice	Titre: L'allégorie de l'anneau de Gygès. Thèse: Les hommes sont justes par contrainte et crainte de la punition. Résumé: Les hommes jugent qu'il est profitable de s'entendre pour éviter de subir l'injustice, ce qui est pire que de la commettre. La justice est un compromis, honoré par impuissance à être injuste impunément. L'anneau de Gygès, rendant invisible, prouve que chacun commettrait l'injustice si elle était possible.	La justice, L'État, La liberté
499	PLATON_Calliclès&Bonheur&Plaisir&Souffrance	Titre: Le bonheur contre l’assouvissement des désirs. Thèse: Le plaisir ne se confond pas avec le Bien, car il est lié à la peine. Résumé: Calliclès défend une vie de dérèglement et d'assouvissement frénétique des passions comme source de bonheur et de vertu. Socrate réfute cette thèse en comparant cette vie à des tonneaux percés (mythe des Danaïdes) et montre que le plaisir (boire) est ressenti simultanément à la peine (la soif), ce qui n'est pas le cas du Bien.	Le bonheur, La vérité
500	PLATON_Connais-toi	Titre: Connais-toi toi-même [Gnothi seauton]. Thèse: La sagesse consiste à connaître ce que l'on sait et ce que l'on ne sait pas. Résumé: Socrate interprète l'inscription de Delphes "Connais-toi toi-même" comme un appel à la sagesse. La sagesse est la science qui se connaît elle-même et les autres sciences. Le sage est le seul capable de déterminer ce qu'il sait et ce qu'il ne sait pas, ainsi que chez les autres.	La conscience, La raison, La vérité
501	PLATON_Danaides	Titre: Le tonneau des Danaïdes. Thèse: Une vie de plaisirs sans fin s'apparente à des tonneaux percés. Résumé: Socrate utilise l'image des deux hommes avec des tonneaux. L'homme aux tonneaux sains est tranquille, tandis que l'homme aux tonneaux percés doit les remplir sans cesse. Calliclès rejette la vie tranquille comme une vie de pierre sans plaisir, affirmant que la vie heureuse est celle où l'on éprouve et assouvit sans cesse les désirs.	Le bonheur, La raison
502	PLATON_Eschatologie&Phedon	Titre: Mythe eschatologique présenté par Socrate avant sa mort. Thèse: Les actions de cette vie déterminent le sort de l'âme après la mort. Résumé: Socrate décrit le jugement des morts : les moyens vont à l'Achéron pour être purifiés et récompensés; les incurables sont jetés au Tartare pour toujours; les coupables de fautes graves mais non irrémédiables sont rejetés par les fleuves jusqu'à ce que leurs victimes leur pardonnent. Les âmes exceptionnellement pieuses, purifiées par la philosophie, atteignent un séjour pur.	La justice, La religion, La vérité
503	PLATON_L'education-des-Gardiens	Titre: L'éducation des gardiens. Thèse: Les meilleurs gardiens doivent gouverner et être éprouvés pour cela. Résumé: Les chefs de la cité doivent être les plus âgés et les meilleurs des gardiens, c'est-à-dire les plus doués, réfléchis, compétents et soucieux de l'intérêt commun. Ils doivent être mis à l'épreuve dès l'enfance (par le rapt, la contrainte, l'ensorcellement, les plaisirs et la souffrance) pour s'assurer qu'ils restent fidèles au bien de la cité.	Le devoir, L'État, La liberté
504	PLATON_Mythe_Attelage-ailé	Titre: Le mythe de l'attelage ailé. Thèse: L'âme est comme un attelage où le cocher rationnel doit contrôler deux chevaux. Résumé: L'âme est représentée par un attelage ailé composé d'un cocher (la raison) et de deux chevaux: l'un bon (la noblesse) et l'autre mauvais (les passions). La perte des ailes de l'âme la fait chuter sur Terre. L'âme cherche à contempler les Formes (Justice, Sagesse, Science) dans le lieu au dessus du ciel pour se nourrir et reprendre ses ailes.	La conscience, La raison, La religion, La vérité
505	PLATON_Mythe-Races&Noble-mensonge	Titre: Le noble mensonge. Thèse: Un noble mensonge fonde la cohésion et hiérarchie de l'État. Résumé: Le texte propose un mythe (noble mensonge) que tous les citoyens naissent de la terre avec des métaux différents (or, argent, fer/bronze) déterminant leur classe sociale et leurs devoirs. Cette fable vise à forger l'unité civique, justifier la hiérarchie et assurer la stabilité durable de l'État, malgré une acceptation initiale difficile.	Le devoir, L'État, La justice, La nature, La religion
506	PLATON_Nature&Hasard&Technique	Titre: Critique des conséquences du matérialisme et de l’athéisme. Thèse: Tout, même dieux et lois, dérive de nature, hasard ou technique. Résumé: Le texte rapporte une vision matérialiste : l'univers, la vie proviennent de nature et hasard sans intellect divin. La technique humaine engendre le moins important, les images, et collabore avec la nature. Lois, politique, justice et même les dieux sont des conventions techniques sans vérité naturelle, fruits du décret humain.	L'art, L'État, La justice, La nature, La religion
507	PLATON_Origine-cité&Specialisation-tâches	Titre: L'origine de la cité et la spécialisation des tâches. Thèse: La cité naît de l'insuffisance individuelle et la spécialisation des tâches. Résumé: La cité se forme par le besoin mutuel de l'homme, nécessitant un regroupement et la spécialisation des tâches (laboureur, maçon, etc.). La division du travail améliore la quantité et la qualité des biens produits, et fait naître des commerçants et des salariés.	L'État, Le travail
508	PLATON_Prométhée	Titre: Le mythe de Prométhée Hésiode – Platon. Thèse: Prométhée procure des atouts vitaux à l'humanité, contre Zeus. Résumé: Hésiode: Prométhée trompe Zeus sur les parts du sacrifice et vole le feu, entraînant la création de la femme (Pandore) comme mal pour les hommes. Platon: Prométhée vole le feu et les arts techniques pour l'homme nu, compensant l'erreur d'Épiméthée, permettant la survie avant la justice et la pudeur de Zeus.	La religion, La nature, L'État
509	PLATON_Rhétorique&Conviction	Titre: Rhétorique et conviction. Thèse: La rhétorique est le pouvoir de convaincre par le discours. Résumé: Le texte définit la rhétorique comme l'art du discours. Elle confère le pouvoir de convaincre et de persuader juges et citoyens. Ce pouvoir permet de dominer autrui et d'exercer une influence prépondérante dans la cité, réduisant les autres professions à une forme de subordination par la parole persuasive.	L'art, L'État, La justice, Le langage, La liberté
510	PLATON_Richesse&bonheur	Titre: Richesse et bonheur. Thèse: Richesse exceptionnelle et bonté ne peuvent coexister. Résumé: Le législateur doit chercher à rendre la cité la meilleure et la plus heureuse, non la plus riche. Être bon est nécessaire pour être heureux. Une grande richesse est impossible pour l'homme de bien qui gagne justement et dépense honnêtement.	Le bonheur, L'État
511	PLATON_Science&inscience	Titre: Avoir la science de son inscience. Thèse: La vraie sagesse consiste à savoir qu'on ne sait rien. Résumé: Socrate, après l'oracle de Delphes, interroge ceux qui se disent savants. Il constate que ces hommes s'imaginent savoir alors qu'ils ne savent rien. Il conclut qu'il est plus savant qu'eux par le fait qu'il n'imagine pas savoir ce qu'il ignore.	La conscience, La raison, La vérité
512	PLINE L'ANCIEN_Raisins&Zeuxis	Titre: Les raisins de Zeuxis. Thèse: L'art suprême trompe même l'artiste, pas juste l'oiseau. Résumé: Lors d'un concours, les raisins peints par Zeuxis trompent les oiseaux. Le rideau peint par Parrhasius trompe Zeuxis lui-même. Zeuxis reconnaît sa défaite car Parrhasius a trompé un artiste, tandis que lui n'a trompé que des oiseaux.	L'art, La vérité
513	POPPER_Hypothèses&Falsifier	Titre: La science procède par rejet d'hypothèses. Thèse: La méthode scientifique passe par l'élimination (falsification) des théories fausses. Résumé: Tester une thèse vise à découvrir ses faiblesses pour la rejeter si elle est falsifiée. On doit essayer de la réfuter sévèrement, car la recherche de confirmations a peu de valeur si l'on n'a pas échoué à trouver des réfutations.	La science, La vérité
514	PRÉVOST_Enseigner	Titre: L'art d'enseigner. Thèse: L'enseignement synthétique nécessite principes, ordre et clarté. Résumé: On préfère la synthèse à l'analyse pour enseigner. Les règles incluent la position des principes (définitions, axiomes), la division du sujet, et l'ordre progressif des vérités. L'enseignement requiert ordre, clarté, simplicité, et un but précis du maître.	L'art, La raison, La vérité
515	PRÉVOST_Être-enseigné	Titre: L'art d'être enseigné. Thèse: Recevoir l'instruction demande un travail actif et critique. Résumé: Pour profiter de l'enseignement, il faut reconnaître et retenir la vérité. Cela exige une critique judicieuse des faits et des témoignages. Le disciple doit être actif, saisir le plan de l'enseignement, éviter la passivité et prendre des notes.	L'art, La conscience, La vérité
516	PROUST_Arbres&Hudimesnil	Titre: Les trois arbres de Hudimesnil. Thèse: Une expérience sensible réveille une quête intérieure de vérité passée. Résumé: La vue de trois arbres près d'Hudimesnil procure un bonheur profond, mais incomplet. L'esprit cherche à relier cette vision à un lieu familier, peut-être de l'enfance ou d'un rêve. Le narrateur ressent la nécessité de s'isoler pour retrouver une vérité que les arbres seuls ne parviennent pas à lui livrer.	L'inconscient, Le temps, La vérité
517	PROUST_Entre-soi	Titre: L'entre-soi. Thèse: Les groupes raffinés recherchent la protection contre la vie extérieure. Résumé: Un groupe d'amis aristocrates et cultivés, dont une actrice, s'isole du monde extérieur (Balbec) par goût pour un certain raffinement de conversation et de bonne chère. Ils se protègent contre le "mystère de la vie ambiante", observant l'extérieur comme un spectacle lointain, y compris la foule qui les regarde comme des "poissons étranges".	Le langage, La liberté
518	PROUST_Incipit&alinéas	Titre: Longtemps, je me suis couché de bonne heure. Thèse: Le réveil post-sommeil est un passage étrange entre conscience et rêve. Résumé: L'incipit décrit l'état intermédiaire de la conscience au réveil : une confusion entre le rêve et la réalité. Le narrateur s'éveille sans se souvenir de s'être endormi, croyant encore être le sujet de son livre, avant de recouvrer la vue dans une obscurité douce et incompréhensible.	La conscience, Le temps
519	PROUST_L'Ébriété	Titre: L'Ébriété. Thèse: La consommation d'alcool altère la perception et exacerbe les sensations. Résumé: Pour éviter une crise en voyage, le narrateur boit de l'alcool selon le conseil du médecin. Cet état d'"euphorie" modifie intensément sa perception. Le bleu du store du wagon lui semble d'une vivacité effaçant toutes les autres couleurs de sa vie, et il éprouve un grand plaisir à ses moindres mouvements.	La conscience, La nature
520	PROUST_Marquis-de-saint-loup	Titre: Le marquis de Saint-Loup. Thèse: Le marquis de Saint-Loup incarne une élégance d'une rare distinction. Résumé: Le narrateur décrit l'entrée du jeune et élégant marquis de Saint-Loup dans la salle à manger de l'hôtel. Le marquis est grand, mince, blond, avec des yeux "de la couleur de la mer". Son allure le distingue de la foule comme un "filon précieux d'opale", même dans l'acte simple de décacheter une lettre et de faire partir les chevaux.	La liberté
521	PROUST_Marquis-de-saint-loup_C	Titre: Le marquis de Saint-Loup. Thèse: Le marquis de Saint-Loup incarne une élégance d'une rare distinction. Résumé: Le narrateur décrit l'entrée du jeune et élégant marquis de Saint-Loup dans la salle à manger de l'hôtel. Le marquis est grand, mince, blond, avec des yeux "de la couleur de la mer". Son allure le distingue de la foule comme un "filon précieux d'opale", même dans l'acte simple de décacheter une lettre et de faire partir les chevaux.	La liberté
522	PROUST_Pavé&Guermantes	Titre: Le pavé de l'hôtel de Guermantes. Thèse: Une sensation retrouvée ressuscite des souvenirs oubliés dans l'instant. Résumé: En butant contre deux pavés inégaux de l'hôtel de Guermantes, le narrateur retrouve soudain la même félicité que lui ont donnée la madeleine et les clochers de Martinville. La sensation physique ramène le souvenir de Venise, que sa mémoire ne parvenait pas à lui rendre, résolvant ainsi l'énigme du bonheur proposé.	Le bonheur, La conscience, Le temps
523	PUTNAM_Objets&pièce	Titre: Combien d'objets y a-t-il dans cette pièce ?. Thèse: La réalité dépend toujours d'une convention et d'un langage. Résumé: L'exemple du dénombrement des objets dans une pièce montre que la réponse est conventionnelle, dépendant de ce qu'on entend par « objet ». Le réalisme interne suggère que la vérité ne transcende pas l'usage : les faits dépendent du langage adopté, sans qu'il existe une unique description vraie du monde.	Le langage, La vérité
524	Religion_Textes complémentaires-Marx&Kant	Titre: La religion entre consolation et espoir. Thèse: La religion, entre illusion consolatrice et espoir de bonheur moral. Résumé: Marx dénonce la religion comme illusion consolatrice ("opium du peuple") née de la misère sociale, masquant le bonheur réel. Kant, en revanche, la présente comme l'espoir nécessaire pour que le bonheur récompense la moralité, reliant ainsi vertu et félicité future.	Le bonheur, La conscience, Le devoir, L'État, La raison
525	ROSENBERG_Agument&prémisses	Titre: Se confronter au contenu des arguments remettre en cause les prémisses. Thèse: En philosophie, la critique s'attaque à la cohérence des prémisses. Résumé: En philosophie, il est rare de déceler un argument formellement invalide. Pour contester une conclusion, il faut attaquer le contenu, c'est-à-dire les prémisses. Le philosophe doit produire une critique interne : montrer que la prémisse est incohérente avec les autres croyances déjà acceptées par son adversaire.	La raison, La vérité
526	ROSENBERG_Visions-du-monde	Titre: La rencontre philosophique comme collision de deux visions du monde. Thèse: Le débat philosophique confronte des visions du monde entières. Résumé: La méthodologie philosophique transfère le désaccord des conclusions aux prémisses, puis aux présupposés, remettant en cause des familles entières de croyances. Une rencontre philosophique est la "collision de deux icebergs", où ce qui est en jeu n'est pas une seule thèse, mais la cohérence d'une vision du monde systématique.	La raison, La vérité
527	ROUSSEAU_Bonheur&Promesse-du-désir	Titre: Le bonheur dans la promesse du désir. Thèse: Le bonheur réside dans l'espérance du désir, non dans sa réalisation. Résumé: On peut se passer d'être heureux tant qu'on désire, car l'espoir prolonge l'illusion, qui vaut mieux que la réalité. L'homme jouit moins de ce qu'il obtient que de ce qu'il espère. L'imagination embellit l'objet, mais ce prestige disparaît devant la possession, car l'illusion cesse où commence la jouissance.	L'art, Le bonheur
